"diff","treat","lpop2000","poverty","tariq","iso","lnn","garrison","reb","pret","swept","lelev","vilno","groznyy","vildays","deathsd","deaths","woundedd","wounded","propd","lprop","historyd","lhistory"
-1,1,8.15908908843994,3,0,6,0.516409993171692,0,1,2,0,6.47543287277222,77,0,6,0,0,0,0,0,0,1,2.3025848865509
0,0,8.39728260040283,2,0,4,1.32840001583099,0,0,1,0,5.87773609161377,107,0,43,NA,NA,NA,NA,NA,NA,NA,NA
0,1,5.83188199996948,3,0,4,0.991027116775513,0,1,1,0,6.54821920394897,38,0,40,0,0,0,0,0,0,1,0.6931471824646
0,0,6.34388113021851,2,0,5,1.30941295623779,0,1,0,0,6.30627489089966,131,0,90,NA,NA,NA,NA,NA,NA,NA,NA
-2,1,5.83188199996948,3,0,4,0.991027116775513,0,1,2,0,6.54821920394897,38,0,90,0,0,0,0,0,0,1,1.09861195087433
2,0,10.4216299057007,2,0,0,2.16033005714417,1,1,4,1,3.8712010383606,54,0,14,NA,NA,NA,NA,NA,NA,NA,NA
0,1,5.97888612747192,3,0,6,-0.587706685066223,0,0,0,0,6.46302890777588,100,0,90,0,0,0,0,0,0,0,0
0,0,7.08590078353882,2,0,8,-0.0768809989094734,0,1,0,0,6.57786083221436,119,0,90,NA,NA,NA,NA,NA,NA,NA,NA
0,0,7.49554204940796,2,0,3,-0.342067807912827,0,0,0,0,5.91079711914062,49,0,90,NA,NA,NA,NA,NA,NA,NA,NA
0,1,7.38585090637207,3,0,3,0.771033704280853,0,1,0,0,6.41999483108521,64,0,90,0,0,0,0,0,0,1,1.09861195087433
1,1,7.52023506164551,3,0,4,1.04626595973969,1,1,0,1,6.55393409729004,36,0,90,0,0,0,0,0,0,1,1.09861195087433
1,0,7.60090303421021,2,0,6,0.616266071796417,0,1,0,0,6.54247188568115,106,0,36,NA,NA,NA,NA,NA,NA,NA,NA
0,0,6.54391193389893,3,0,6,0.393122613430023,0,1,0,0,6.52795791625977,14,0,90,NA,NA,NA,NA,NA,NA,NA,NA
-1,1,5.83188199996948,3,0,4,0.991027116775513,0,1,1,0,6.54821920394897,38,0,90,1,1,0,0,0,0,1,1.38629400730133
-1,0,8.36938858032227,3,0,5,-0.0768809989094734,0,0,1,0,6.82328605651855,20,0,90,NA,NA,NA,NA,NA,NA,NA,NA
0,1,8.15908908843994,3,0,6,0.516409993171692,0,1,0,0,6.47543287277222,77,0,90,1,1,1,3,0,0,1,2.19722509384155
-1,1,9.28023910522461,2,0,1,1.65555799007416,1,1,4,0,5.5093879699707,12,0,37,0,0,0,0,0,0,1,1.38629400730133
-2,0,9.94578075408936,1,0,4,1.54415202140808,1,0,7,1,4.86753511428833,121,1,11,NA,NA,NA,NA,NA,NA,NA,NA
0,0,7.00578880310059,3,0,6,0.510905623435974,0,0,0,0,6.26530122756958,118,0,90,NA,NA,NA,NA,NA,NA,NA,NA
-6,1,7.32118797302246,3,0,7,0.285930514335632,0,1,8,1,6.55393409729004,138,0,6,1,2,1,2,0,0,1,1.38629400730133
1,0,9.712327003479,1,0,4,1.54415202140808,1,0,5,1,4.86753511428833,97,1,3,NA,NA,NA,NA,NA,NA,NA,NA
0,1,9.32411575317383,2,0,2,1.29991900920868,1,0,0,0,5.60947179794312,122,0,90,0,0,1,10,0,0,1,2.07944202423096
1,0,8.99218463897705,2,0,4,0.965842485427856,1,0,0,0,5.10594606399536,7,0,48,NA,NA,NA,NA,NA,NA,NA,NA
-1,1,8.74528408050537,2,0,0,1.87057101726532,0,0,2,0,5.30826807022095,22,0,24,1,1,1,1,1,1.38629400730133,1,1.60943794250488
-2,1,6.65929412841797,2,0,3,1.56611299514771,0,1,2,0,6.12029695510864,4,0,90,1,6,1,11,1,2.19722509384155,1,0.6931471824646
0,0,6.54391193389893,3,0,6,0.393122613430023,0,1,0,0,6.52795791625977,14,0,90,NA,NA,NA,NA,NA,NA,NA,NA
-1,0,7.49554204940796,3,0,5,0.393122613430023,0,0,1,0,6.67959880828857,63,0,90,NA,NA,NA,NA,NA,NA,NA,NA
1,1,8.75589466094971,2,0,2,1.17680704593658,0,1,0,0,5.30330514907837,82,0,69,1,7,1,8,0,0,0,0
