"municipality","party","in_2012","in_2016","soc_spend","margin","treat"
22,"right",30.952091262443,32.9647078514099,42.7405761913396,-11.0740754089784,0
23,"left",33.1459250010084,38.8486594974529,39.2668575397693,-9.29217405617237,0
23,"center",42.4380990571808,38.9334172767121,36.0202620970085,9.29217405617237,1
24,"left",36.7245842074044,46.0926071333233,48.2811697886791,3.54646926163696,1
24,"right",33.1781149457674,33.9660500842147,38.6787453908473,-3.54646926163696,0
25,"right",42.3476949892938,38.0101539148018,35.3534582292195,0.28493762947619,1
25,"left",42.0627573598176,35.1078876806423,37.925283301156,-0.28493762947619,0
26,"center",30.1972527522594,44.2055458761752,43.5390633465722,-13.4950636164285,0
26,"left",43.6923163686879,47.7376883209217,48.8565526728053,13.4950636164285,1
27,"left",38.1185261474457,49.6386121027172,47.7217276091687,0.158996073296294,1
27,"right",37.9595300741494,44.2355366959237,42.1144765731879,-0.158996073296294,0
28,"left",38.0186942825094,49.4646365987137,47.6936748996377,4.58082023193128,1
28,"right",33.4378740505781,40.8586144330911,42.165558822453,-4.58082023193128,0
29,"right",37.0810934307519,33.7386255399324,44.8438489520922,-1.39699093764648,0
29,"left",38.4780843683984,46.3962426770013,47.7693402464502,1.39699093764648,1
30,"right",43.1039303052239,37.1638304120861,36.0274501494132,-1.88546802615747,0
30,"left",44.9893983313814,49.734848907683,45.5906634114217,1.88546802615747,1
31,"right",41.4394814847037,36.2253894517198,37.5373906397726,3.2707948226016,1
31,"center",38.1686866621021,37.7120608021505,36.3533364748582,-3.2707948226016,0
32,"center",43.1059588200878,36.3920221070293,39.7311050689314,6.44790917867795,1
32,"right",36.6580496414099,39.2719927779399,38.0511325562838,-6.44790917867795,0
33,"right",41.2164630135521,36.410095001338,37.6539085886907,5.89082057587802,1
33,"left",35.3256424376741,39.4781336060259,38.2432710914873,-5.89082057587802,0
34,"right",31.6402089083567,NA,NA,-5.23656084435061,0
34,"center",36.8767697527073,21.355674265651,25.6534505996387,5.23656084435061,1
35,"left",31.1892122332938,39.3999993789475,37.9969963093754,-9.79485715739429,0
35,"center",40.9840693906881,36.8786160298623,37.4325944972225,9.79485715739429,1
36,"center",33.6834229447413,41.0620824056678,42.2164772101678,-1.48484217352234,0
36,"left",35.1682651182637,10.1518044346012,9.11331606796011,1.48484217352234,1
37,"right",41.9737264432479,39.3092728860211,36.5536605054513,4.99093730351888,1
37,"center",36.982789139729,35.9086156997364,39.1468205337878,-4.99093730351888,0
38,"center",33.7573432875797,35.1604932255577,39.2346861760598,-8.62699211924337,0
38,"right",42.3843354068231,39.0897405787837,37.633486414561,8.62699211924337,1
39,"right",33.6480258218944,37.2040281514637,39.6319858368952,-9.89280853187665,0
39,"center",43.5408343537711,36.263307898771,36.1628051998559,9.89280853187665,1
40,"left",43.525398230413,46.46924785804,48.7239947600756,2.16393180890009,1
40,"right",41.3614664215129,34.6507981405593,43.2779825623147,-2.16393180890009,0
41,"center",34.5843980473001,37.8339713993482,33.427842115052,-9.61513981805183,0
41,"left",44.1995378653519,48.9960758399684,49.1799386008643,9.61513981805183,1
42,"right",34.0834634250496,38.2794250929728,35.1875623972155,-5.84469546214677,0
42,"left",39.9281588871963,47.1579961909447,45.1812465430703,5.84469546214677,1
43,"center",32.1466861024965,35.7204185228329,39.9381708796136,-8.39576157974079,0
43,"right",40.5424476822373,35.4807260469534,37.3495152883697,8.39576157974079,1
44,"left",33.2144076016266,NA,NA,-2.1836751291994,0
44,"center",35.398082730826,26.9010360026732,24.3384829664137,2.1836751291994,1
45,"right",31.7391750973184,33.6980922520161,38.9786026142538,-6.68784090899862,0
45,"left",38.427016006317,47.7777984493878,48.5898648714647,6.68784090899862,1
46,"center",31.8754328449722,35.95525141689,36.3798306602985,-4.65068559744395,0
46,"right",36.5261184424162,28.2655031781178,27.7996475365944,4.65068559744395,1
47,"left",42.4465799157042,35.2511418808717,37.905587120913,-1.74856873461977,0
47,"right",44.195148650324,38.477695165202,39.9306325730868,1.74856873461977,1
48,"left",35.7652016216889,36.6024861729238,38.6826315498911,-0.0161364697851241,0
48,"right",35.781338091474,36.0027273651212,37.9547953943256,0.0161364697851241,1
49,"right",41.8307621672284,35.3190888336394,39.9645987502299,9.37826461507939,1
49,"left",32.452497552149,36.2056966905948,36.0252135072369,-9.37826461507939,0
50,"right",44.9420107214246,38.0543677078094,39.0007825836074,10.3829950152431,1
50,"left",34.5590157061815,35.3977665328421,38.108757676091,-10.3829950152431,0
51,"left",32.181309715379,NA,NA,-5.62276361975819,0
51,"center",37.8040733351372,21.1272712040227,27.5967815460172,5.62276361975819,1
52,"left",33.6408524459694,38.2037099928129,37.4451805453282,-3.3863902813755,0
52,"right",37.0272427273449,35.6506114825606,38.2747544674203,3.3863902813755,1
53,"center",33.3308323659003,NA,NA,-1.31196621689014,0
53,"right",34.6427985827904,25.4266283160541,21.2936696689576,1.31196621689014,1
54,"right",36.5372723992914,36.595432725735,36.9070863211527,3.67238526814617,1
54,"center",32.8648871311452,23.5735964425839,26.7657887761015,-3.67238526814617,0
55,"left",30.9695908881258,39.2752534267493,38.2288545905612,-7.54338583094068,0
55,"center",38.5129767190665,39.5800307311583,39.2473589838482,7.54338583094068,1
56,"left",38.9195710304193,35.0337308167946,38.8112703477964,-2.84501592395827,0
56,"center",41.7645869543776,36.6047869913746,39.7369381436147,2.84501592395827,1
57,"center",31.6799012641422,NA,NA,-5.56963394861668,0
57,"right",37.2495352127589,26.7647221696097,27.92260552058,5.56963394861668,1
58,"left",41.8514713598415,46.4536171790678,45.2459137269761,10.5012693267781,1
58,"right",31.3502020330634,37.4767402429134,33.4516284852289,-10.5012693267781,0
59,"left",32.2990360076074,38.8927054835949,39.5649358641822,-3.10872314847074,0
59,"center",35.4077591560781,24.1353602567688,21.6155548335519,3.10872314847074,1
60,"center",33.6401458410546,NA,NA,-0.263660359196365,0
60,"left",33.903806200251,11.0564183769748,15.0517561887391,0.263660359196365,1
61,"left",36.0718823375646,38.2933671947103,38.96550748148,-4.77526556700468,0
61,"right",40.8471479045693,39.9236546386965,36.3987791596446,4.77526556700468,1
62,"right",30.3184216981754,35.5521762352437,41.3205941296183,-10.3762222034857,0
62,"left",40.694643901661,45.2441539033316,45.2132137387525,10.3762222034857,1
63,"center",35.5213783134241,35.976849666331,36.0031022340991,1.82792086619884,1
63,"right",33.6934574472252,25.5087491543964,27.5417745765299,-1.82792086619884,0
64,"center",32.1653889364097,38.8415737252217,39.4981364288833,-10.1983330899384,0
64,"right",42.3637220263481,35.0179027859122,39.5930002618115,10.1983330899384,1
65,"left",38.9040800090879,46.1303606373258,47.300520776771,2.15821865131147,1
65,"center",36.7458613577764,40.1836280268617,41.5843708682805,-2.15821865131147,0
66,"right",33.1554096553009,36.1062232614495,37.8472587140277,-11.4273216761649,0
66,"center",44.5827313314658,35.9973728447221,37.9147220856976,11.4273216761649,1
67,"left",34.2126527102664,47.9538011096884,45.9348280564882,0.594053191598505,1
67,"right",33.6185995186679,8.29406375228427,14.2219615741633,-0.594053191598505,0
68,"center",36.7820413224399,35.3084226488136,36.7210942949168,-5.02599108614959,0
68,"right",41.8080324085895,37.031970320968,39.0827779844403,5.02599108614959,1
69,"left",30.2258114365395,39.8543352121487,35.9128378191963,-12.2284060553648,0
69,"center",42.4542174919043,35.8951156714465,37.1761758532375,12.2284060553648,1
70,"right",32.2510372486431,34.8793109282851,33.8551327451132,-9.09993172623217,0
70,"left",41.3509689748753,45.426219990477,49.6191173687112,9.09993172623217,1
71,"right",39.0469620586373,37.5345826114062,36.6284894291312,5.93709345906973,1
71,"left",33.1098685995676,36.2122647813521,36.7971631442197,-5.93709345906973,0
72,"left",30.6946188560687,38.9174986153375,37.654973048484,-13.2703461893834,0
72,"right",43.9649650454521,38.319415183505,38.783934682142,13.2703461893834,1
73,"center",44.0238589479122,37.5821295171045,38.9984775648918,10.4076186055318,1
73,"right",33.6162403423805,35.5716969619971,37.9796715721022,-10.4076186055318,0
74,"right",42.0737404958345,37.3402814182919,38.9753958967049,10.9125045966357,1
74,"center",31.1612358991988,39.0362621087115,36.4904926088639,-10.9125045966357,0
75,"right",30.3482197970152,37.8728508623317,38.9749467968941,-13.4978001960553,0
75,"left",43.8460199930705,46.3012938969769,48.5904505325016,13.4978001960553,1
76,"center",34.8052896629088,35.2156630728859,38.0698427569587,-7.14655772550032,0
76,"right",41.9518473884091,35.7794822123833,35.0899527897127,7.14655772550032,1
77,"center",39.5503343339078,35.9082047268748,35.4688902222551,6.80841407971457,1
77,"left",32.7419202541932,37.3485890834127,38.3784712932538,-6.80841407971457,0
78,"right",42.0670839271042,37.3398118012119,39.8639417544473,7.58258053916506,1
78,"center",34.4845033879392,39.7928018029779,38.9035604335368,-7.58258053916506,0
79,"right",33.845123173669,39.2181628243998,37.7768949361052,0.167521185940132,1
79,"center",33.6776019877288,20.9631781920325,22.9638356762007,-0.167521185940132,0
80,"center",31.1903350136708,43.4431098462082,41.4194318801165,-6.46537227672525,0
80,"left",37.6557072903961,46.4521411189344,49.2626051732805,6.46537227672525,1
81,"center",31.5127547539305,37.5575362541713,39.4303168565966,-8.01756491884589,0
81,"right",39.5303196727764,39.352009834256,37.5704438320827,8.01756491884589,1
82,"right",39.8119664797559,39.811627935851,38.494399584597,6.42438713111915,1
82,"left",33.3875793486368,37.2651797777507,36.9942850561347,-6.42438713111915,0
83,"right",38.8313297904097,39.0208230828866,39.5079875662923,-1.97534997132607,0
83,"left",40.8066797617357,45.8893731853459,47.5021000020206,1.97534997132607,1
84,"right",33.6783014622051,36.9560963544063,38.2925011764746,-0.241908960742876,0
84,"center",33.920210422948,25.7956518360879,22.2058743890375,0.241908960742876,1
85,"left",35.2915381779894,48.5090396879241,49.1045784740709,2.75150098721497,1
85,"center",32.5400371907745,18.7112211519852,8.01166952028871,-2.75150098721497,0
86,"right",39.5361691131257,41.8705187668093,43.6831548297778,-0.00163344433531165,0
86,"left",39.537802557461,45.502819980029,49.1073612833861,0.00163344433531165,1
87,"right",42.5311031041201,35.5509194429033,41.6493198270909,-1.90718686790206,0
87,"left",44.4382899720222,46.5752749587409,49.5546246343292,1.90718686790206,1
88,"right",36.3110270246398,38.6409501521848,32.5395265892148,-1.42821658635512,0
88,"left",37.7392436109949,45.7744032144547,45.2570180001203,1.42821658635512,1
89,"left",38.3521053625736,38.6982147337403,39.1269549191929,-2.7149353036657,0
89,"center",41.0670406662393,39.4129185506608,36.1654565995559,2.7149353036657,1
90,"center",39.3739350303076,39.0974566526711,38.3587723784149,-1.25707874656655,0
90,"right",40.6310137768742,38.6561386613175,35.7956329942681,1.25707874656655,1
91,"center",31.3655715901405,39.5122556725983,35.6295710161794,-12.0716627268121,0
91,"right",43.4372343169525,36.2394276785199,36.2058949528728,12.0716627268121,1
92,"left",30.5234553606715,37.4985294521321,38.371987065766,-10.2602442190982,0
92,"right",40.7836995797697,36.4519381499849,39.2008866625838,10.2602442190982,1
93,"right",32.6392114476766,36.7177390388679,37.5301977817435,-10.0186596228741,0
93,"center",42.6578710705508,36.1752241605427,39.9389475234784,10.0186596228741,1
94,"left",43.1472621497232,46.0520771960728,49.9242466734722,2.74402792565525,1
94,"right",40.403234224068,33.2800051388331,37.2038283026777,-2.74402792565525,0
95,"left",40.3176821011584,37.8801489283796,35.393256302923,-4.64907224988565,0
95,"right",44.9667543510441,37.9418506112415,39.6224047220312,4.64907224988565,1
96,"left",31.7955103120767,35.8057988621294,37.5232520746067,-5.76445443322882,0
96,"center",37.5599647453055,25.9134322730824,24.5038604328874,5.76445443322882,1
97,"right",38.8257432135288,37.153903292492,37.5337814737577,8.03206583950669,1
97,"left",30.7936773740221,23.2962117064744,23.5484004404861,-8.03206583950669,0
98,"right",32.5533066352364,37.5544206900522,41.097514599096,-10.078560935799,0
98,"left",42.6318675710354,47.6792752800975,46.1753598426003,10.078560935799,1
99,"right",44.0361428051256,37.2298582294025,37.9074674379081,3.30254439613782,1
99,"center",40.7335984089877,37.6398544060066,36.0222838737536,-3.30254439613782,0
100,"center",34.3303136795294,41.6610051081516,44.2326118242927,-1.33448147913441,0
100,"left",35.6647951586638,11.8025162552949,10.1584651444573,1.33448147913441,1
101,"right",33.4425489453133,NA,NA,-0.035777750890702,0
101,"left",33.478326696204,14.3986219521612,11.2415583017282,0.035777750890702,1
102,"right",31.9348871230613,41.2845220351592,34.0124974898063,-4.90478706196882,0
102,"left",36.8396741850302,46.0752653155942,46.9221035519149,4.90478706196882,1
103,"left",38.4274854802061,39.6719197789207,35.3524634591304,-5.65339673543349,0
103,"center",44.0808822156396,36.607037949143,37.7099606604315,5.65339673543349,1
104,"right",35.7698235393036,35.5286610091571,37.820251834346,2.96181915327907,1
104,"left",32.8080043860245,27.1912299003452,24.0006111131515,-2.96181915327907,0
105,"center",42.392850019969,37.70816934295,36.7938432144001,7.43099972256459,1
105,"left",34.9618502974045,35.2264718827792,36.6044646839146,-7.43099972256459,0
106,"center",30.6641901063267,39.8904431923293,31.6156824566424,-10.8787633397151,0
106,"left",41.5429534460418,45.2231784909964,49.5682797359768,10.8787633397151,1
107,"left",42.5425947108306,49.616730165435,45.2272996166721,5.29672077507712,1
107,"right",37.2458739357535,43.4697560388595,31.7783372923732,-5.29672077507712,0
108,"left",33.8849927298725,37.2819587832782,35.5444906745106,-1.04596809833311,0
108,"right",34.9309608282056,24.9437259940896,27.83543957863,1.04596809833311,1
109,"right",40.1927437924314,39.6957358252257,35.3022033977322,4.36818229034543,1
109,"center",35.824561502086,37.6191323192324,39.0841853024904,-4.36818229034543,0
110,"left",42.145291386405,37.933856761083,37.6261330500711,-1.04103640769608,0
110,"right",43.1863277941011,37.4228186393157,35.7429414778017,1.04103640769608,1
111,"right",34.9556856940035,39.3528571364004,36.568292764714,2.40883088321425,1
111,"left",32.5468548107892,21.8929197709076,24.8614898929372,-2.40883088321425,0
112,"center",40.9435604629107,39.4520178134553,38.1324729183689,6.54224477126263,1
112,"right",34.4013156916481,38.198526649503,36.7129435425159,-6.54224477126263,0
113,"left",44.7287345468067,46.0705942520872,45.1937445311341,6.08286332921125,1
113,"right",38.6458712175954,33.184052886907,32.9647487467155,-6.08286332921125,0
114,"left",31.1820177873597,NA,NA,-7.50758977374062,0
114,"center",38.6896075611003,22.6888026553206,23.1380962114781,7.50758977374062,1
115,"left",37.6849043439142,38.421579177957,35.3735924710054,-3.63595513743348,0
115,"center",41.3208594813477,36.6572345071472,37.3971095995512,3.63595513743348,1
116,"center",37.0112592587247,38.2594003190752,35.1173332193866,0.706303780898452,1
116,"right",36.3049554778263,36.5312430646736,35.2645615639631,-0.706303780898452,0
117,"right",39.8824409977533,38.7588949000929,39.6604870609008,-4.94436392211355,0
117,"center",44.8268049198668,38.259606967913,38.2960118027404,4.94436392211355,1
118,"left",44.0598717669491,48.3928720338736,48.6836963787209,3.16098535666242,1
118,"center",40.8988864102867,32.3741643414833,36.7196181677282,-3.16098535666242,0
119,"left",37.498614579672,48.0609564844053,49.3991677823942,2.05684997839853,1
119,"center",35.4417646012735,31.2291138339788,42.3337717917748,-2.05684997839853,0
120,"left",35.0950400659349,47.5443656498101,45.2500945155043,2.33089818502776,1
120,"right",32.7641418809071,43.2381358598359,33.1306153764017,-2.33089818502776,0
121,"left",42.9817825485952,45.8867117727641,46.8670748418663,9.87270574551076,1
121,"center",33.1090768030845,41.7886437997222,37.9619195470586,-9.87270574551076,0
122,"center",44.0526790602598,39.8510096047539,38.1942806718871,3.608061990235,1
122,"right",40.4446170700248,35.9967686037999,38.2351662020665,-3.608061990235,0
123,"right",36.7419308703393,42.8904215912335,35.6473356313072,-0.988025532569736,0
123,"left",37.729956402909,49.2639452486765,47.9921960888896,0.988025532569736,1
124,"right",43.2704889192246,35.1858328073286,37.7697545010597,8.02908739889972,1
124,"left",35.2414015203249,39.617365016602,39.4938168884255,-8.02908739889972,0
125,"left",34.1579959506635,39.1421648382675,35.1584689191077,-6.83903326280415,0
125,"center",40.9970292134676,38.408130282769,35.8578817849047,6.83903326280415,1
126,"right",32.7357131789904,33.2984325941652,33.3002761914395,-6.55105743091553,0
126,"left",39.2867706099059,47.7459814457688,48.8430883525871,6.55105743091553,1
127,"center",43.492351983441,38.3441609807778,38.6185971251689,6.83905714075081,1
127,"left",36.6532948426902,39.2049044976011,39.3512878706679,-6.83905714075081,0
128,"center",41.5893729566596,42.5060753412545,41.9879790353589,-2.47699418105185,0
128,"left",44.0663671377115,48.4054650098551,45.0445060187485,2.47699418105185,1
129,"right",35.7299102679826,36.2972042802721,36.4664518774953,2.73725201259367,1
129,"left",32.992658255389,35.2532336686272,35.0490988581441,-2.73725201259367,0
130,"left",34.9485618132167,47.963696672814,45.7302964897826,0.119893314549699,1
130,"center",34.828668498667,42.825906580314,38.8948896271177,-0.119893314549699,0
131,"center",34.6339728380553,35.3827620414086,36.0026784532238,1.17821338935755,1
131,"right",33.4557594486978,25.6897388689686,24.4368037162349,-1.17821338935755,0
132,"left",43.7597307551187,47.4938895786181,48.5937513585668,10.1082549942657,1
132,"center",33.6514757608529,31.7823770679533,33.3948777997866,-10.1082549942657,0
133,"left",38.3616365364287,37.9436927370261,35.5140360025689,-4.2875333991833,0
133,"center",42.649169935612,36.2191678630188,39.6223994984757,4.2875333991833,1
134,"right",43.6898105638102,35.5800530780107,36.3390274788253,4.78825763217174,1
134,"center",38.9015529316384,35.152769330889,39.3802879552823,-4.78825763217174,0
135,"center",34.7587384551298,41.4421743997373,37.6555289905518,-2.00927066034637,0
135,"left",36.7680091154762,47.9742900154088,49.5588306535501,2.00927066034637,1
136,"left",37.0573290868197,39.8695606738329,37.9047975444701,-2.31808169628493,0
136,"center",39.3754107831046,38.2681187044363,37.0229480974376,2.31808169628493,1
137,"right",37.1856745937839,31.3127977615222,43.0589592489414,-2.63503749389201,0
137,"left",39.8207120876759,48.9994440798182,48.4250696678646,2.63503749389201,1
138,"left",39.1996917582583,47.7394807874225,48.8631073804572,4.34495540801436,1
138,"center",34.8547363502439,44.1951268273406,36.1029323190451,-4.34495540801436,0
139,"left",36.3352693396155,48.6262398026884,46.0363922617398,2.72031885455362,1
139,"right",33.6149504850619,9.77257171971723,21.8550207675435,-2.72031885455362,0
140,"right",34.3881383968983,35.799709437415,37.1107794973068,0.00863108085468411,1
140,"left",34.3795073160436,24.8359657963738,23.8091604900546,-0.00863108085468411,0
141,"center",36.3471993233543,34.3468220434152,34.5265061263926,-0.324202899355441,0
141,"left",36.6714022227097,45.9326868783683,47.2226852388121,0.324202899355441,1
142,"left",32.3523136158474,NA,NA,-3.22730377665721,0
142,"right",35.5796173925046,25.6919174967334,26.2247773970012,3.22730377665721,1
143,"left",36.3316827197559,47.949171892833,49.6296341973357,4.35478302300908,1
143,"right",31.9768996967468,18.3879664470442,5.49254138860852,-4.35478302300908,0
144,"right",42.9102401272394,38.9553610677831,36.3806817401201,0.84284890210256,1
144,"left",42.0673912251368,38.6994521529414,36.1123572313227,-0.84284890210256,0
145,"left",37.8213093895465,37.6684631535318,39.0836058743298,-6.60201427876018,0
145,"center",44.4233236683067,37.9124245443381,35.5102884431835,6.60201427876018,1
146,"right",38.9201578788925,41.0379629763775,35.0197221469134,-2.10513482918032,0
146,"left",41.0252927080728,46.2258718651719,45.7638916408177,2.10513482918032,1
147,"center",41.5558613848407,37.5566454220098,38.7679337442387,3.39552187593654,1
147,"right",38.1603395089041,35.1867688586935,37.6806158886757,-3.39552187593654,0
148,"right",38.7304308149032,37.3095184692647,36.1323864385486,4.57458582124673,1
148,"left",34.1558449936565,35.4491091228556,39.9446755147073,-4.57458582124673,0
149,"center",41.9755460985471,35.9162475275807,43.650544018019,-2.39068522118032,0
149,"left",44.3662313197274,48.5436862742063,48.5392598854378,2.39068522118032,1
150,"right",36.7764004901983,36.4793154876679,35.5462996021379,1.26650026068091,1
150,"left",35.5099002295174,38.9837258891203,39.3011276714969,-1.26650026068091,0
151,"right",44.295135528082,36.2023684603628,38.6128862213809,4.18591148802079,1
151,"center",40.1092240400612,38.4703559346963,37.159237053711,-4.18591148802079,0
152,"left",39.7657313081436,47.3830978362821,47.473376900889,7.93602601625025,1
152,"center",31.8297052918933,43.6486524911597,42.0771928909235,-7.93602601625025,0
153,"left",41.5185002284124,45.6025915336795,46.2775910098571,11.1868095584214,1
153,"center",30.3316906699911,34.750160808675,39.6187542714179,-11.1868095584214,0
154,"center",34.3778611952439,35.2276012841612,31.0163686638698,-1.61977808224037,0
154,"left",35.9976392774843,46.1593418009579,49.2081389168743,1.61977808224037,1
155,"left",33.735422763275,39.619307856774,38.8298978796229,-4.65594780282117,0
155,"right",38.3913705660962,35.7967645686585,35.4387055011466,4.65594780282117,1
156,"right",41.7790489888284,39.9334943282884,39.2036588175688,3.9909960643854,1
156,"center",37.788052924443,39.0390960639343,35.654587916797,-3.9909960643854,0
157,"center",37.8263653046452,35.8012488286477,39.4706859241705,-0.40551629383117,0
157,"right",38.2318815984763,35.795618572738,39.948225193657,0.40551629383117,1
158,"right",33.9746625011321,39.6768750576302,36.7774972273037,-8.63438012776896,0
158,"center",42.6090426289011,35.7766117074061,38.3975235652179,8.63438012776896,1
159,"center",35.6850404804572,39.01956987218,38.3598658221308,3.32520255236886,1
159,"left",32.3598379280884,39.0143236680888,37.8311968315393,-3.32520255236886,0
160,"right",30.5998379713856,44.9589241794311,31.7656104424968,-9.21263785567135,0
160,"left",39.8124758270569,45.5145373416599,46.6960251075216,9.21263785567135,1
161,"left",33.8655615889002,39.9627751449589,37.1356182184536,-9.50051812338643,0
161,"center",43.3660797122866,39.726135279052,37.1210319269449,9.50051812338643,1
162,"center",38.5577011294663,36.7728994786739,39.6452102949843,4.21860398724675,1
162,"right",34.3390971422195,35.6317616731394,37.7374883578159,-4.21860398724675,0
163,"right",42.2597159771249,38.0527473881375,36.5924134897068,10.2545232907869,1
163,"left",32.005192686338,39.9538649129681,39.4996108615305,-10.2545232907869,0
164,"left",34.3323399068322,39.0668846713379,38.8812146650162,-3.40841082972474,0
164,"right",37.7407507365569,35.6429968425073,38.7233663257211,3.40841082972474,1
165,"left",38.8841580587905,37.0949728193227,36.4629226084799,-5.59352927841246,0
165,"center",44.477687337203,39.7844120883383,39.4023958686739,5.59352927841246,1
166,"center",37.9884637927171,38.8437221967615,38.5825623373967,4.02216037502512,1
166,"left",33.966303417692,36.1008717026561,39.110409145942,-4.02216037502512,0
167,"right",36.2925016041845,41.8927381355315,35.8548371633515,-0.229296293109655,0
167,"left",36.5217978972942,47.2576015803497,47.2100093436893,0.229296293109655,1
168,"right",40.6704454415012,35.1354801026173,39.3352682434488,2.46406429214403,1
168,"left",38.2063811493572,37.2410834510811,38.9441951713525,-2.46406429214403,0
169,"right",33.111883479869,NA,NA,-0.675152419134974,0
169,"center",33.787035899004,21.5448733558878,26.1868316517211,0.675152419134974,1
170,"right",42.889737803489,37.1556773106568,37.2773736517411,1.75044190487824,1
170,"left",41.1392958986107,39.2865272855852,38.1773574964609,-1.75044190487824,0
171,"center",33.1417120154947,NA,NA,-3.70952061377466,0
171,"right",36.8512326292694,24.5864622143563,28.4818853577599,3.70952061377466,1
172,"left",31.0708537010942,35.1170338736847,39.0443581261206,-12.5763968972024,0
172,"center",43.6472505982965,35.9485740237869,37.8454048687126,12.5763968972024,1
173,"left",35.0841873104218,37.2677801654208,38.5784074082039,-6.15654951659963,0
173,"center",41.2407368270215,39.3036928167567,39.6902776043862,6.15654951659963,1
174,"right",36.3087354192976,36.0982201760635,37.8647718159482,-4.4405000761617,0
174,"center",40.7492354954593,38.8674632413313,35.488001051126,4.4405000761617,1
175,"center",31.5768329612911,38.9039241545834,38.4478451660834,-12.6836980402004,0
175,"right",44.2605310014915,35.6305195949972,38.4334544849116,12.6836980402004,1
176,"right",40.6137011270039,37.9760881827679,37.1530174021609,-1.52852335595526,0
176,"center",42.1422244829591,37.1185688173864,35.3476415993646,1.52852335595526,1
177,"right",44.9004815763328,38.4661998762749,35.6061199947726,4.09790961770341,1
177,"left",40.8025719586294,36.4125620259438,35.3060201159678,-4.09790961770341,0
178,"right",40.9268737421371,36.6738886141684,38.9003364276141,6.86482346383855,1
178,"left",34.0620502782986,38.0838542082347,37.9602617817,-6.86482346383855,0
179,"left",35.077527287649,39.7723178984597,37.450539303245,-9.65043181087822,0
