"id","nearc2","nearc4","educ","age","fatheduc","motheduc","weight","momdad14","sinmom14","step14","reg661","reg662","reg663","reg664","reg665","reg666","reg667","reg668","reg669","south66","black","smsa","south","smsa66","wage","enroll","KWW","IQ","married","libcrd14","exper","lwage","expersq","u_lwage","lwage_hat","u_educ"
81,1,1,9,26,NA,12,422407,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,481,0,31,86,4,1,11,6.17586708068848,121,-0.32080864906311,6.49667596817017,-3.85865879058838
82,1,1,15,32,10,12,89826,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,624,0,39,109,1,1,11,6.43615102767944,121,-0.0605247095227242,6.49667596817017,2.14134120941162
83,1,1,11,34,8,10,89826,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,650,0,36,72,1,0,17,6.47697305679321,289,0.0298512224107981,6.44712162017822,0.475197374820709
87,1,1,12,24,NA,10,102031,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,344,0,31,NA,6,0,6,5.84064102172852,36,-0.307314276695251,6.14795541763306,-1.93042361736298
90,1,1,16,24,12,10,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,380,0,NA,NA,6,0,2,5.9401707649231,4,-0.178314790129662,6.11848545074463,-0.41546431183815
91,1,1,12,24,12,11,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,353,0,25,101,1,1,6,5.86646795272827,36,-0.549179017543793,6.41564702987671,-2.84990930557251
92,1,1,13,25,NA,12,369567,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,659,0,29,105,6,1,6,6.49072408676147,36,0.0750770941376686,6.41564702987671,-1.8499094247818
93,1,1,17,28,10,10,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,621,1,48,136,1,1,5,6.43133115768433,25,0.0452343113720417,6.3860969543457,1.74678182601929
97,1,1,12,25,10,11,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,440,0,40,101,1,1,7,6.0867748260498,49,-0.353974193334579,6.440749168396,-2.44828677177429
98,1,1,12,26,12,10,104596,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,738,0,34,96,6,1,8,6.60394382476807,64,0.41023263335228,6.19371128082275,-1.12886464595795
102,1,1,11,31,5,5,158413,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,280,0,36,NA,1,0,14,5.63478899002075,196,-0.268465846776962,5.90325498580933,0.725739717483521
107,1,1,10,24,5,NA,369567,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,434,0,34,NA,1,1,8,6.07304382324219,64,-0.388359069824219,6.46140289306641,-4.04835033416748
108,1,1,12,27,NA,8,380166,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,705,0,34,101,1,1,9,6.55819797515869,81,0.0805893391370773,6.4776086807251,-1.65010046958923
110,1,1,12,27,10,12,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,425,0,32,91,1,1,9,6.05208921432495,81,-0.425519436597824,6.4776086807251,-1.65010046958923
111,1,1,12,24,NA,4,369567,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,571,0,35,NA,1,1,6,6.34738922119141,36,-0.0682577714323997,6.41564702987671,-2.84990930557251
112,1,1,16,30,12,12,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,538,0,52,115,6,1,8,6.28785800933838,64,-0.173544883728027,6.46140289306641,1.95164942741394
115,1,1,16,32,12,12,408301,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,740,0,49,113,1,1,10,6.60664987564087,100,0.117283619940281,6.48936605453491,2.74646353721619
116,1,1,13,32,10,12,367470,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,673,1,43,123,1,1,13,6.5117449760437,169,0.0137946745380759,6.49795007705688,0.926038086414337
119,1,1,12,34,10,10,89826,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,769,0,36,95,1,1,16,6.64509105682373,256,0.178589910268784,6.46650123596191,1.09043681621552
121,1,1,12,24,10,10,90339,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,592,0,26,102,1,1,6,6.38350677490234,36,-0.0321402214467525,6.41564702987671,-2.84990930557251
125,1,1,9,24,12,11,102031,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,213,0,15,NA,6,1,9,5.36129188537598,81,-0.848625063896179,6.20991706848145,-3.73061466217041
127,1,1,16,34,12,12,367470,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1563,0,50,145,1,1,12,7.35436201095581,144,0.854824900627136,6.49953699111938,3.53453278541565
129,1,1,16,28,11,11,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,774,0,35,114,1,1,6,6.65157222747803,36,0.235925227403641,6.41564702987671,1.1500905752182
131,1,1,12,26,8,9,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,600,0,35,113,1,0,8,6.39693021774292,64,0.0877993777394295,6.30913066864014,-1.99055337905884
133,1,1,18,24,16,16,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,693,0,24,NA,6,1,0,6.54102993011475,0,0.369405806064606,6.17162418365479,0.704945147037506
135,1,1,13,31,8,12,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,570,0,40,93,5,1,12,6.34563589096069,144,-0.153901189565659,6.49953699111938,0.534532725811005
136,1,1,14,28,12,12,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,433,0,38,NA,5,1,8,6.07073783874512,64,-0.390665054321289,6.46140289306641,-0.0483505576848984
137,1,1,15,28,12,12,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,538,0,37,119,2,0,7,6.28785800933838,49,-0.152890995144844,6.440749168396,0.551713109016418
138,1,1,12,25,12,9,369567,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,627,0,35,108,6,1,7,6.44094705581665,49,0.000198045905563049,6.440749168396,-2.44828677177429
139,1,1,8,31,12,11,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,481,0,35,NA,1,1,17,6.17586708068848,289,-0.271254748106003,6.44712162017822,-2.52480268478394
141,1,1,12,26,6,11,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,545,0,26,72,1,1,8,6.30078601837158,64,-0.160616874694824,6.46140289306641,-2.04835057258606
142,1,1,12,25,12,9,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,576,0,34,86,1,1,7,6.35610818862915,49,-0.0846408233046532,6.440749168396,-2.44828677177429
144,1,1,16,25,14,12,90339,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,700,0,42,123,1,1,3,6.55108022689819,9,0.237428069114685,6.31365203857422,-0.0648942217230797
147,1,1,16,28,12,12,367772,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,788,0,38,103,1,1,6,6.66949796676636,36,0.253850966691971,6.41564702987671,1.1500905752182
148,1,1,17,27,12,12,367772,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1012,0,42,101,1,1,4,6.91968393325806,16,0.567585349082947,6.35209846496582,1.34178686141968
149,1,1,12,24,12,10,357519,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,758,0,30,NA,1,1,6,6.63068294525146,36,0.215035945177078,6.41564702987671,-2.84990930557251
150,1,1,14,29,12,16,480445,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,601,1,41,105,6,1,9,6.39859485626221,81,-0.079013779759407,6.4776086807251,0.349899560213089
151,1,1,12,24,NA,12,357519,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,283,0,34,NA,6,1,6,5.64544677734375,36,-0.770200192928314,6.41564702987671,-2.84990930557251
154,1,1,12,24,12,12,397244,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,250,0,29,NA,6,1,6,5.52146100997925,36,-0.894185960292816,6.41564702987671,-2.84990930557251
156,1,1,12,26,10,12,367772,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,500,0,33,95,1,1,8,6.21460819244385,64,-0.246794700622559,6.46140289306641,-2.04835057258606
157,1,1,11,31,8,6,480445,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,550,0,41,98,1,1,14,6.30991792678833,196,-0.181997463107109,6.49191522598267,-0.684142768383026
158,1,1,12,25,8,6,357519,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1143,0,27,NA,1,1,7,7.04141187667847,49,0.600662887096405,6.440749168396,-2.44828677177429
159,1,1,18,31,8,8,480445,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,810,0,39,115,4,0,7,6.69703388214111,49,0.408556908369064,6.28847694396973,3.60951042175293
164,1,1,12,28,NA,9,104596,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,313,0,20,60,6,1,10,5.74620294570923,100,-0.475471615791321,6.22167444229126,-0.33405065536499
166,1,1,18,25,NA,4,369567,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,731,0,36,135,1,1,1,6.5944128036499,1,0.370997875928879,6.2234148979187,1.11668491363525
168,1,1,16,25,9,10,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,625,1,35,132,1,1,3,6.43775177001953,9,0.124099619686604,6.31365203857422,-0.0648942217230797
169,1,1,14,24,16,12,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,588,1,33,106,1,1,4,6.37672710418701,16,0.0246285367757082,6.35209846496582,-1.65821313858032
170,1,1,14,26,12,12,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,375,1,28,113,1,1,6,5.92692613601685,36,-0.488720864057541,6.41564702987671,-0.849909424781799
173,1,1,16,29,14,11,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,817,0,43,102,6,1,7,6.70563888549805,49,0.453541338443756,6.25209760665894,1.74523532390594
175,1,1,14,30,15,12,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,865,0,32,91,1,1,10,6.76273012161255,100,0.27336385846138,6.48936605453491,0.746463477611542
176,1,1,15,28,12,12,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,350,0,30,104,1,1,7,5.85793304443359,49,-0.394164502620697,6.25209760665894,0.7452352643013
177,1,1,13,24,12,12,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,202,0,22,NA,1,1,5,5.30826807022095,25,-0.925556719303131,6.23382472991943,-2.19542098045349
178,1,1,13,32,16,16,367470,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,505,0,43,97,1,1,13,6.22455787658691,169,-0.121120378375053,6.34567832946777,0.983835339546204
179,1,1,17,30,12,13,480445,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,816,0,41,125,1,1,7,6.70441389083862,49,0.263664871454239,6.440749168396,2.55171322822571
181,1,1,18,26,14,12,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,625,0,41,123,6,1,2,6.43775177001953,4,0.166994169354439,6.2707576751709,1.52673840522766
182,1,1,18,32,16,16,367470,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,769,0,35,128,6,1,8,6.64509105682373,64,0.220067590475082,6.42502355575562,4.08737421035767
183,1,1,17,27,16,17,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,500,1,38,133,6,1,4,6.21460819244385,16,-0.137490376830101,6.35209846496582,1.34178686141968
188,1,1,17,27,12,8,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,619,1,32,114,1,1,4,6.42810487747192,16,0.112385734915733,6.31571912765503,1.47751188278198
192,1,1,12,30,NA,8,480445,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,650,0,40,103,1,1,12,6.47697305679321,144,-0.0225640293210745,6.49953699111938,-0.465467244386673
194,0,1,18,28,10,12,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,769,0,36,130,1,1,4,6.64509105682373,16,0.292992502450943,6.35209846496582,2.34178686141968
195,0,1,12,26,10,12,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,512,0,33,97,1,1,8,6.23832511901855,64,-0.223077774047852,6.46140289306641,-2.04835057258606
196,0,1,18,31,12,13,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,625,0,46,132,1,1,7,6.43775177001953,49,-0.00299723981879652,6.440749168396,3.55171322822571
197,0,1,14,31,12,12,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1111,0,41,98,1,1,11,7.01301622390747,121,0.516340494155884,6.49667596817017,1.14134120941162
198,0,1,13,28,12,12,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,721,0,41,108,1,1,9,6.58063888549805,81,0.103030249476433,6.4776086807251,-0.650100409984589
199,0,1,14,32,13,12,367470,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1154,0,44,107,1,1,12,7.05099010467529,144,0.551452994346619,6.49953699111938,1.53453278541565
201,0,1,18,34,18,18,367470,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,827,0,40,129,6,1,10,6.71780490875244,100,0.397135466337204,6.32066965103149,5.17906284332275
204,0,1,16,34,14,12,367470,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,923,0,56,NA,1,1,12,6.82762908935547,144,0.328092008829117,6.49953699111938,3.53453278541565
205,0,1,17,28,14,17,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1076,0,42,132,1,1,5,6.98100614547729,25,0.631288707256317,6.34971761703491,1.8825067281723
209,0,1,12,33,NA,8,367470,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,625,0,37,101,1,1,15,6.43775177001953,225,-0.0436805635690689,6.48143243789673,0.70399010181427
210,0,1,13,27,NA,8,380166,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,460,0,24,92,1,1,8,6.13122701644897,64,-0.330175876617432,6.46140289306641,-1.04835057258606
213,0,1,14,24,8,12,102031,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,900,0,39,108,6,1,4,6.80239486694336,16,0.717988014221191,6.08440685272217,-0.738727211952209
214,0,1,18,29,8,9,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,682,0,NA,132,1,1,5,6.5250301361084,25,0.175312712788582,6.34971761703491,2.88250684738159
217,0,1,12,24,10,12,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,411,0,20,NA,1,1,6,6.01859283447266,36,-0.39705416560173,6.41564702987671,-2.84990930557251
218,0,1,13,27,12,15,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,625,0,35,106,1,0,8,6.43775177001953,64,-0.0236511211842299,6.46140289306641,-1.04835057258606
222,0,1,18,32,12,12,355491,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1005,0,46,123,1,1,8,6.91274309158325,64,0.451340198516846,6.46140289306641,3.95164942741394
225,0,1,11,24,9,11,357519,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,725,0,24,109,1,1,7,6.58617210388184,49,0.145423099398613,6.440749168396,-3.44828677177429
226,0,1,15,27,8,11,367772,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,750,0,35,103,1,1,6,6.62007284164429,36,0.204425841569901,6.41564702987671,0.150090575218201
228,0,1,14,29,NA,8,533828,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,529,0,33,108,1,0,9,6.27098798751831,81,-0.170241221785545,6.44122934341431,0.485624492168427
229,0,1,17,29,8,12,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,972,0,47,122,1,1,6,6.87935590744019,36,0.463708907365799,6.41564702987671,2.15009069442749
232,0,1,12,26,12,12,380166,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,472,0,36,109,1,1,8,6.15697908401489,64,-0.135726988315582,6.29270601272583,-1.6157511472702
233,0,1,12,24,12,12,369567,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,325,0,35,102,6,1,6,5.7838249206543,36,-0.631822049617767,6.41564702987671,-2.84990930557251
234,0,1,12,34,NA,12,367470,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,875,0,44,109,1,1,16,6.77422380447388,256,0.30772265791893,6.46650123596191,1.09043681621552
237,0,1,13,34,9,10,367470,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,625,0,40,100,1,1,15,6.43775177001953,225,-0.0436805635690689,6.48143243789673,1.70399010181427
239,0,1,12,26,8,10,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,337,0,29,93,1,1,8,5.8200831413269,64,-0.641319751739502,6.46140289306641,-2.04835057258606
240,0,1,16,27,5,5,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,481,0,37,115,1,1,5,6.17586708068848,25,-0.210229769349098,6.3860969543457,0.746781826019287
241,0,1,9,29,5,NA,551817,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,650,0,NA,NA,6,0,14,6.47697305679321,196,-0.0149423275142908,6.49191522598267,-2.68414282798767
242,0,1,16,25,5,4,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,383,0,39,NA,6,0,3,5.94803476333618,9,-0.365617394447327,6.31365203857422,-0.0648942217230797
244,0,1,18,30,15,14,533828,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,962,0,50,125,1,1,6,6.86901378631592,36,0.453366786241531,6.41564702987671,3.15009069442749
245,0,1,16,29,13,12,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,615,0,31,106,6,1,7,6.42162179946899,49,0.149569600820541,6.27205228805542,1.98431253433228
247,0,1,14,28,12,12,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,702,0,43,113,1,1,8,6.55393409729004,64,0.0925312042236328,6.46140289306641,-0.0483505576848984
249,0,1,14,31,NA,12,551817,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,635,0,41,122,6,1,11,6.45362520217896,121,-0.0430505350232124,6.49667596817017,1.14134120941162
250,0,1,12,28,10,11,422407,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,200,0,35,NA,4,0,10,5.29831695556641,100,-1.19104933738708,6.48936605453491,-1.25353646278381
252,0,1,12,27,10,10,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,817,0,43,116,1,1,9,6.70563888549805,81,0.228030249476433,6.4776086807251,-1.65010046958923
253,0,1,14,26,NA,12,380166,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,577,0,39,116,1,1,6,6.35784196853638,36,-0.0578050278127193,6.41564702987671,-0.849909424781799
254,0,1,17,26,12,12,760332,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,466,0,34,105,1,1,3,6.14418601989746,9,-0.169466137886047,6.31365203857422,0.935105800628662
